word;definition;synonym;part of speech;difficulty
word_2762;definition of word_2762;synonym of word_2762;noun;C2
word_2763;definition of word_2763;synonym of word_2763;noun;B1
word_2764;definition of word_2764;synonym of word_2764;noun;C2
word_2765;definition of word_2765;synonym of word_2765;noun;B1
word_2766;definition of word_2766;synonym of word_2766;noun;C2
word_2767;definition of word_2767;synonym of word_2767;noun;B1
word_2768;definition of word_2768;synonym of word_2768;noun;C2
word_2769;definition of word_2769;synonym of word_2769;noun;B1
word_2770;definition of word_2770;synonym of word_2770;noun;C2
word_2771;definition of word_2771;synonym of word_2771;noun;B1
word_2772;definition of word_2772;synonym of word_2772;noun;C2
word_2773;definition of word_2773;synonym of word_2773;noun;B1
word_2774;definition of word_2774;synonym of word_2774;noun;C2
word_2775;definition of word_2775;synonym of word_2775;noun;B1
word_2776;definition of word_2776;synonym of word_2776;noun;C2
word_2777;definition of word_2777;synonym of word_2777;noun;B1
word_2778;definition of word_2778;synonym of word_2778;noun;C2
word_2779;definition of word_2779;synonym of word_2779;noun;B1
word_2780;definition of word_2780;synonym of word_2780;noun;C2
word_2781;definition of word_2781;synonym of word_2781;noun;B1
word_2782;definition of word_2782;synonym of word_2782;noun;C2
word_2783;definition of word_2783;synonym of word_2783;noun;B1
word_2784;definition of word_2784;synonym of word_2784;noun;C2
word_2785;definition of word_2785;synonym of word_2785;noun;B1
word_2786;definition of word_2786;synonym of word_2786;noun;C2
word_2787;definition of word_2787;synonym of word_2787;noun;B1
word_2788;definition of word_2788;synonym of word_2788;noun;C2
word_2789;definition of word_2789;synonym of word_2789;noun;B1
word_2790;definition of word_2790;synonym of word_2790;noun;C2
word_2791;definition of word_2791;synonym of word_2791;noun;B1
word_2792;definition of word_2792;synonym of word_2792;noun;C2
word_2793;definition of word_2793;synonym of word_2793;noun;B1
word_2794;definition of word_2794;synonym of word_2794;noun;C2
word_2795;definition of word_2795;synonym of word_2795;noun;B1
word_2796;definition of word_2796;synonym of word_2796;noun;C2
word_2797;definition of word_2797;synonym of word_2797;noun;B1
word_2798;definition of word_2798;synonym of word_2798;noun;C2
word_2799;definition of word_2799;synonym of word_2799;noun;B1
word_2800;definition of word_2800;synonym of word_2800;noun;C2
word_2801;definition of word_2801;synonym of word_2801;noun;B1
word_2802;definition of word_2802;synonym of word_2802;noun;C2
word_2803;definition of word_2803;synonym of word_2803;noun;B1
word_2804;definition of word_2804;synonym of word_2804;noun;C2
word_2805;definition of word_2805;synonym of word_2805;noun;B1
word_2806;definition of word_2806;synonym of word_2806;noun;C2
word_2807;definition of word_2807;synonym of word_2807;noun;B1
word_2808;definition of word_2808;synonym of word_2808;noun;C2
word_2809;definition of word_2809;synonym of word_2809;noun;B1
word_2810;definition of word_2810;synonym of word_2810;noun;C2
word_2811;definition of word_2811;synonym of word_2811;noun;B1
word_2812;definition of word_2812;synonym of word_2812;noun;C2
word_2813;definition of word_2813;synonym of word_2813;noun;B1
word_2814;definition of word_2814;synonym of word_2814;noun;C2
word_2815;definition of word_2815;synonym of word_2815;noun;B1
word_2816;definition of word_2816;synonym of word_2816;noun;C2
word_2817;definition of word_2817;synonym of word_2817;noun;B1
word_2818;definition of word_2818;synonym of word_2818;noun;C2
word_2819;definition of word_2819;synonym of word_2819;noun;B1
word_2820;definition of word_2820;synonym of word_2820;noun;C2
word_2821;definition of word_2821;synonym of word_2821;noun;B1
word_2822;definition of word_2822;synonym of word_2822;noun;C2
word_2823;definition of word_2823;synonym of word_2823;noun;B1
word_2824;definition of word_2824;synonym of word_2824;noun;C2
word_2825;definition of word_2825;synonym of word_2825;noun;B1
word_2826;definition of word_2826;synonym of word_2826;noun;C2
word_2827;definition of word_2827;synonym of word_2827;noun;B1
word_2828;definition of word_2828;synonym of word_2828;noun;C2
word_2829;definition of word_2829;synonym of word_2829;noun;B1
word_2830;definition of word_2830;synonym of word_2830;noun;C2
word_2831;definition of word_2831;synonym of word_2831;noun;B1
word_2832;definition of word_2832;synonym of word_2832;noun;C2
word_2833;definition of word_2833;synonym of word_2833;noun;B1
word_2834;definition of word_2834;synonym of word_2834;noun;C2
word_2835;definition of word_2835;synonym of word_2835;noun;B1
word_2836;definition of word_2836;synonym of word_2836;noun;C2
word_2837;definition of word_2837;synonym of word_2837;noun;B1
word_2838;definition of word_2838;synonym of word_2838;noun;C2
word_2839;definition of word_2839;synonym of word_2839;noun;B1
word_2840;definition of word_2840;synonym of word_2840;noun;C2
word_2841;definition of word_2841;synonym of word_2841;noun;B1
word_2842;definition of word_2842;synonym of word_2842;noun;C2
word_2843;definition of word_2843;synonym of word_2843;noun;B1
word_2844;definition of word_2844;synonym of word_2844;noun;C2
word_2845;definition of word_2845;synonym of word_2845;noun;B1
word_2846;definition of word_2846;synonym of word_2846;noun;C2
word_2847;definition of word_2847;synonym of word_2847;noun;B1
word_2848;definition of word_2848;synonym of word_2848;noun;C2
word_2849;definition of word_2849;synonym of word_2849;noun;B1
word_2850;definition of word_2850;synonym of word_2850;noun;C2
word_2851;definition of word_2851;synonym of word_2851;noun;B1
word_2852;definition of word_2852;synonym of word_2852;noun;C2
word_2853;definition of word_2853;synonym of word_2853;noun;B1
word_2854;definition of word_2854;synonym of word_2854;noun;C2
word_2855;definition of word_2855;synonym of word_2855;noun;B1
word_2856;definition of word_2856;synonym of word_2856;noun;C2
word_2857;definition of word_2857;synonym of word_2857;noun;B1
word_2858;definition of word_2858;synonym of word_2858;noun;C2
word_2859;definition of word_2859;synonym of word_2859;noun;B1
word_2860;definition of word_2860;synonym of word_2860;noun;C2
word_2861;definition of word_2861;synonym of word_2861;noun;B1
word_2862;definition of word_2862;synonym of word_2862;noun;C2
word_2863;definition of word_2863;synonym of word_2863;noun;B1
word_2864;definition of word_2864;synonym of word_2864;noun;C2
word_2865;definition of word_2865;synonym of word_2865;noun;B1
word_2866;definition of word_2866;synonym of word_2866;noun;C2
word_2867;definition of word_2867;synonym of word_2867;noun;B1
word_2868;definition of word_2868;synonym of word_2868;noun;C2
word_2869;definition of word_2869;synonym of word_2869;noun;B1
word_2870;definition of word_2870;synonym of word_2870;noun;C2
word_2871;definition of word_2871;synonym of word_2871;noun;B1
word_2872;definition of word_2872;synonym of word_2872;noun;C2
word_2873;definition of word_2873;synonym of word_2873;noun;B1
word_2874;definition of word_2874;synonym of word_2874;noun;C2
word_2875;definition of word_2875;synonym of word_2875;noun;B1
word_2876;definition of word_2876;synonym of word_2876;noun;C2
word_2877;definition of word_2877;synonym of word_2877;noun;B1
word_2878;definition of word_2878;synonym of word_2878;noun;C2
word_2879;definition of word_2879;synonym of word_2879;noun;B1
word_2880;definition of word_2880;synonym of word_2880;noun;C2
word_2881;definition of word_2881;synonym of word_2881;noun;B1
word_2882;definition of word_2882;synonym of word_2882;noun;C2
word_2883;definition of word_2883;synonym of word_2883;noun;B1
word_2884;definition of word_2884;synonym of word_2884;noun;C2
word_2885;definition of word_2885;synonym of word_2885;noun;B1
word_2886;definition of word_2886;synonym of word_2886;noun;C2
word_2887;definition of word_2887;synonym of word_2887;noun;B1
word_2888;definition of word_2888;synonym of word_2888;noun;C2
word_2889;definition of word_2889;synonym of word_2889;noun;B1
word_2890;definition of word_2890;synonym of word_2890;noun;C2
word_2891;definition of word_2891;synonym of word_2891;noun;B1
word_2892;definition of word_2892;synonym of word_2892;noun;C2
word_2893;definition of word_2893;synonym of word_2893;noun;B1
word_2894;definition of word_2894;synonym of word_2894;noun;C2
word_2895;definition of word_2895;synonym of word_2895;noun;B1
word_2896;definition of word_2896;synonym of word_2896;noun;C2
word_2897;definition of word_2897;synonym of word_2897;noun;B1
word_2898;definition of word_2898;synonym of word_2898;noun;C2
word_2899;definition of word_2899;synonym of word_2899;noun;B1
word_2900;definition of word_2900;synonym of word_2900;noun;C2
word_2901;definition of word_2901;synonym of word_2901;noun;B1
word_2902;definition of word_2902;synonym of word_2902;noun;C2
word_2903;definition of word_2903;synonym of word_2903;noun;B1
word_2904;definition of word_2904;synonym of word_2904;noun;C2
word_2905;definition of word_2905;synonym of word_2905;noun;B1
word_2906;definition of word_2906;synonym of word_2906;noun;C2
word_2907;definition of word_2907;synonym of word_2907;noun;B1
word_2908;definition of word_2908;synonym of word_2908;noun;C2
word_2909;definition of word_2909;synonym of word_2909;noun;B1
word_2910;definition of word_2910;synonym of word_2910;noun;C2
word_2911;definition of word_2911;synonym of word_2911;noun;B1
word_2912;definition of word_2912;synonym of word_2912;noun;C2
word_2913;definition of word_2913;synonym of word_2913;noun;B1
word_2914;definition of word_2914;synonym of word_2914;noun;C2
word_2915;definition of word_2915;synonym of word_2915;noun;B1
word_2916;definition of word_2916;synonym of word_2916;noun;C2
word_2917;definition of word_2917;synonym of word_2917;noun;B1
word_2918;definition of word_2918;synonym of word_2918;noun;C2
word_2919;definition of word_2919;synonym of word_2919;noun;B1
word_2920;definition of word_2920;synonym of word_2920;noun;C2
word_2921;definition of word_2921;synonym of word_2921;noun;B1
word_2922;definition of word_2922;synonym of word_2922;noun;C2
word_2923;definition of word_2923;synonym of word_2923;noun;B1
word_2924;definition of word_2924;synonym of word_2924;noun;C2
word_2925;definition of word_2925;synonym of word_2925;noun;B1
word_2926;definition of word_2926;synonym of word_2926;noun;C2
word_2927;definition of word_2927;synonym of word_2927;noun;B1
word_2928;definition of word_2928;synonym of word_2928;noun;C2
word_2929;definition of word_2929;synonym of word_2929;noun;B1
word_2930;definition of word_2930;synonym of word_2930;noun;C2
word_2931;definition of word_2931;synonym of word_2931;noun;B1
word_2932;definition of word_2932;synonym of word_2932;noun;C2
word_2933;definition of word_2933;synonym of word_2933;noun;B1
word_2934;definition of word_2934;synonym of word_2934;noun;C2
word_2935;definition of word_2935;synonym of word_2935;noun;B1
word_2936;definition of word_2936;synonym of word_2936;noun;C2
word_2937;definition of word_2937;synonym of word_2937;noun;B1
word_2938;definition of word_2938;synonym of word_2938;noun;C2
word_2939;definition of word_2939;synonym of word_2939;noun;B1
word_2940;definition of word_2940;synonym of word_2940;noun;C2
word_2941;definition of word_2941;synonym of word_2941;noun;B1
word_2942;definition of word_2942;synonym of word_2942;noun;C2
word_2943;definition of word_2943;synonym of word_2943;noun;B1
word_2944;definition of word_2944;synonym of word_2944;noun;C2
word_2945;definition of word_2945;synonym of word_2945;noun;B1
word_2946;definition of word_2946;synonym of word_2946;noun;C2
word_2947;definition of word_2947;synonym of word_2947;noun;B1
word_2948;definition of word_2948;synonym of word_2948;noun;C2
word_2949;definition of word_2949;synonym of word_2949;noun;B1
word_2950;definition of word_2950;synonym of word_2950;noun;C2
word_2951;definition of word_2951;synonym of word_2951;noun;B1
word_2952;definition of word_2952;synonym of word_2952;noun;C2
word_2953;definition of word_2953;synonym of word_2953;noun;B1
word_2954;definition of word_2954;synonym of word_2954;noun;C2
word_2955;definition of word_2955;synonym of word_2955;noun;B1
word_2956;definition of word_2956;synonym of word_2956;noun;C2
word_2957;definition of word_2957;synonym of word_2957;noun;B1
word_2958;definition of word_2958;synonym of word_2958;noun;C2
word_2959;definition of word_2959;synonym of word_2959;noun;B1
word_2960;definition of word_2960;synonym of word_2960;noun;C2
word_2961;definition of word_2961;synonym of word_2961;noun;B1
word_2962;definition of word_2962;synonym of word_2962;noun;C2
word_2963;definition of word_2963;synonym of word_2963;noun;B1
word_2964;definition of word_2964;synonym of word_2964;noun;C2
word_2965;definition of word_2965;synonym of word_2965;noun;B1
word_2966;definition of word_2966;synonym of word_2966;noun;C2
word_2967;definition of word_2967;synonym of word_2967;noun;B1
word_2968;definition of word_2968;synonym of word_2968;noun;C2
word_2969;definition of word_2969;synonym of word_2969;noun;B1
word_2970;definition of word_2970;synonym of word_2970;noun;C2
word_2971;definition of word_2971;synonym of word_2971;noun;B1
word_2972;definition of word_2972;synonym of word_2972;noun;C2
word_2973;definition of word_2973;synonym of word_2973;noun;B1
word_2974;definition of word_2974;synonym of word_2974;noun;C2
word_2975;definition of word_2975;synonym of word_2975;noun;B1
word_2976;definition of word_2976;synonym of word_2976;noun;C2
word_2977;definition of word_2977;synonym of word_2977;noun;B1
